"","lemme","freqlemfilms2","nb_lettres","anagramme"
"3391","déblatérer",0.32,10,"lrbartdéeé"
"3392","détonner",0.32,8,"tnndeoér"
"3393","enceindre",0.32,9,"eecindnre"
"3394","enjouer",0.32,7,"oejreun"
"3395","enorgueillir",0.32,12,"eliilerrnoug"
"3396","grisonner",0.32,9,"gnsionrer"
"3397","macérer",0.32,7,"recméar"
"3398","mastiquer",0.32,9,"esaimruqt"
"3399","putréfier",0.32,9,"éreftuirp"
"3400","pétiller",0.32,8,"eriléltp"
"3401","reperdre",0.32,8,"ererpdre"
"3402","retapisser",0.32,10,"psisterera"
"3403","régenter",0.32,8,"grénteer"
"3404","schlinguer",0.32,10,"giseurchnl"
"3405","trépigner",0.32,9,"rergitnép"
"3406","égrener",0.32,7,"reengér"
"3407","blaser",0.31,6,"ersabl"
"3408","cancaner",0.31,8,"naeacrnc"
"3409","canner",0.31,6,"nranec"
"3410","contrevenir",0.31,11,"nivrtoernec"
"3411","corder",0.31,6,"edrorc"
"3412","dupliquer",0.31,9,"rdupeluiq"
"3413","désengager",0.31,10,"readéngseg"
"3414","fragmenter",0.31,10,"tegerramfn"
"3415","humidifier",0.31,10,"irifhmudie"
"3416","informatiser",0.31,12,"mfrsaineoirt"
"3417","lobotomiser",0.31,11,"ltioboeorms"
"3418","louvoyer",0.31,8,"yluovreo"
"3419","mâchouiller",0.31,11,"iloucrâlehm"
"3420","napper",0.31,6,"pnarpe"
"3421","raire",0.31,5,"reria"
"3422","subordonner",0.31,11,"dorsnubeonr"
"3423","transvaser",0.31,10,"vanrstsrae"
"3424","émasculer",0.31,9,"lcaéesumr"
"3425","aguicher",0.3,8,"heiuarcg"
"3426","alper",0.3,5,"raelp"
"3427","attifer",0.3,7,"efatrti"
"3428","bougier",0.3,7,"irobuge"
"3429","bûcher",0.3,6,"bûerch"
"3430","confire",0.3,7,"feiornc"
"3431","croûter",0.3,7,"ecotrrû"
"3432","décrier",0.3,7,"dérceri"
"3433","décroiser",0.3,9,"scrréeoid"
"3434","dégraisser",0.3,10,"seraédgris"
"3435","fulminer",0.3,8,"ueimflnr"
"3436","guerroyer",0.3,9,"urygroeer"
"3437","interagir",0.3,9,"iirnertga"
"3438","légitimer",0.3,9,"eiiémgrlt"
"3439","materniser",0.3,10,"aernertism"
"3440","niaiser",0.3,7,"ieairsn"
"3441","personnaliser",0.3,13,"pnaereosinrsl"
"3442","responsabiliser",0.3,15,"ebnesrarilpisso"
"3443","subodorer",0.3,9,"odrusober"
"3444","surenchérir",0.3,11,"csnrrieéurh"
"3445","trifouiller",0.3,11,"erflutrioil"
"3446","vidanger",0.3,8,"diagvenr"
"3447","acter",0.29,5,"atrce"
"3448","arriérer",0.29,8,"rrrreiaé"
"3449","catapulter",0.29,10,"ttaupelcar"
"3450","dessiller",0.29,9,"esidlsrel"
"3451","défourailler",0.29,12,"eléraldifuro"
"3452","détrousser",0.29,10,"stusrédroe"
"3453","fraîchir",0.29,8,"ifarîrch"
"3454","gominer",0.29,7,"orimgne"
"3455","gratiner",0.29,8,"irantger"
"3456","latter",0.29,6,"rtalte"
"3457","maugréer",0.29,8,"eérurgma"
"3458","mécaniser",0.29,9,"raénsceim"
"3459","politiser",0.29,9,"osieilptr"
"3460","radiner",0.29,7,"anirrde"
"3461","radoucir",0.29,8,"raiuocrd"
"3462","rebiffer",0.29,8,"ffbierre"
"3463","recroqueviller",0.29,14,"ulerqieroclvre"
"3464","redéfinir",0.29,9,"fridéneri"
"3465","retéléphoner",0.29,12,"lnéhoéerretp"
"3466","revigorer",0.29,9,"rvioeegrr"
"3467","styler",0.29,6,"rtlsey"
"3468","tacheter",0.29,8,"erechtta"
"3469","touiller",0.29,8,"eoillurt"
"3470","affabuler",0.28,9,"rulabefaf"
"3471","automatiser",0.28,11,"taoseariumt"
"3472","barouder",0.28,8,"daborrue"
"3473","ceinturer",0.28,9,"utcrreeni"
"3474","chaperonner",0.28,11,"nepacnherro"
"3475","ciller",0.28,6,"elilrc"
"3476","cuivrer",0.28,7,"creuvri"
"3477","débrider",0.28,8,"ébeirrdd"
"3478","déculotter",0.28,10,"odtrectléu"
"3479","dégoupiller",0.28,11,"leopdguriél"
"3480","démobiliser",0.28,11,"bdslmeoiiré"
"3481","désoeuvrer",0.28,10,"urrseéveod"
"3482","ensabler",0.28,8,"ebnrsael"
"3483","entrecroiser",0.28,12,"erreotnrisce"
"3484","environner",0.28,10,"ieonvrnern"
"3485","escamoter",0.28,9,"rsctmeoae"
"3486","larmoyer",0.28,8,"rlmryoae"
"3487","marbrer",0.28,7,"rrbmrea"
"3488","meugler",0.28,7,"eemgurl"
"3489","mystifier",0.28,9,"fistieyrm"
"3490","personnifier",0.28,12,"niiprsnofeer"
"3491","pressurer",0.28,9,"erpsuersr"
"3492","refleurir",0.28,9,"rleieurfr"
"3493","remaquiller",0.28,11,"mlreaulrqie"
"3494","réinstaller",0.28,11,"ilrnsératel"
"3495","sabler",0.28,6,"baesrl"
"3496","siffloter",0.28,9,"feisrftlo"
"3497","surclasser",0.28,10,"esasuslcrr"
"3498","taguer",0.28,6,"egtrua"
"3499","tiquer",0.28,6,"tuiqer"
"3500","tiser",0.28,5,"ersti"
"3501","transfigurer",0.28,12,"urfarsteingr"
"3502","édicter",0.28,7,"érdiect"
"3503","abhorrer",0.27,8,"obeharrr"
"3504","abstraire",0.27,9,"trersiaab"
"3505","arguer",0.27,6,"eargur"
"3506","bicher",0.27,6,"erhbci"
"3507","cafeter",0.27,7,"eefratc"
"3508","cascader",0.27,8,"acreasdc"
"3509","chevir",0.27,6,"ehircv"
"3510","compulser",0.27,9,"umesrlcpo"
"3511","contusionner",0.27,12,"sntoueicnrno"
"3512","crêper",0.27,6,"repcrê"
"3513","culminer",0.27,8,"elnucrmi"
"3514","désunir",0.27,7,"irsundé"
"3515","dévaloriser",0.27,11,"vséiaeldorr"
"3516","escagasser",0.27,10,"eagescssar"
"3517","goupiller",0.27,9,"uerplilgo"
"3518","humaniser",0.27,9,"usheanirm"
"3519","licher",0.27,6,"elihrc"
"3520","lifter",0.27,6,"fltrie"
"3521","lézarder",0.27,8,"lzréedar"
"3522","manucurer",0.27,9,"uarrumecn"
"3523","musiquer",0.27,8,"usmqruei"
"3524","méconnaître",0.27,11,"crétnonîmae"
"3525","pelleter",0.27,8,"repetell"
"3526","prédisposer",0.27,11,"ipréerpssdo"
"3527","renfrogner",0.27,10,"orergnfrne"
"3528","sensibiliser",0.27,12,"ebsiresnliis"
"3529","targuer",0.27,7,"rgaeurt"
"3530","tracter",0.27,7,"cetrtra"
"3531","triquer",0.27,7,"tuerrqi"
"3532","époustoufler",0.27,12,"esfélourtpou"
"3533","avoisiner",0.26,9,"rineaoisv"
"3534","bourrée",0.26,7,"beruoér"
"3535","corner",0.26,6,"onrecr"
"3536","dandiner",0.26,8,"arddenni"
"3537","estomaquer",0.26,10,"rmeosequta"
"3538","exclamer",0.26,8,"ramelcxe"
"3539","expertiser",0.26,10,"pteeexrsri"
"3540","gercer",0.26,6,"gecerr"
"3541","jalouser",0.26,8,"alrosjeu"
"3542","lotir",0.26,5,"tirlo"
"3543","lutiner",0.26,7,"nteirul"
"3544","maximiser",0.26,9,"eismxrami"
"3545","morganer",0.26,8,"aongermr"
"3546","retranscrire",0.26,12,"eseinatrrrrc"
"3547","réentendre",0.26,10,"téerrendne"
"3548","résorber",0.26,8,"ésboerrr"
"3549","trianguler",0.26,10,"etgrlarinu"
"3550","vrombir",0.26,7,"ivrmbro"
"3551","évangéliser",0.26,11,"érsvelgnéia"
"3552","amincir",0.25,7,"rmanici"
"3553","crapahuter",0.25,10,"uphactraer"
"3554","dessaisir",0.25,9,"eisasirds"
"3555","deviser",0.25,7,"eevrsid"
"3556","distancier",0.25,10,"aiersdnict"
"3557","dribler",0.25,7,"bdrlrei"
"3558","démilitariser",0.25,13,"iirdtisaelrém"
"3559","dénommer",0.25,8,"domemérn"
"3560","efféminer",0.25,9,"eiéffernm"
"3561","entortiller",0.25,11,"nritreleotl"
"3562","fayotter",0.25,8,"tfyroeta"
"3563","flemmarder",0.25,10,"mrafmleedr"
"3564","illusionner",0.25,11,"neronlilius"
"3565","momifier",0.25,8,"ormifiem"
"3566","perfuser",0.25,8,"rueesrfp"
"3567","recoiffer",0.25,9,"eerfoicrf"
"3568","replanter",0.25,9,"tpeearrnl"
"3569","sauveter",0.25,8,"urtvaees"
"3570","seriner",0.25,7,"iresern"
"3571","survolter",0.25,9,"rostleurv"
"3572","tempérer",0.25,8,"pmréreet"
"3573","thésauriser",0.25,11,"sriétasruhe"
"3574","triturer",0.25,8,"irurrett"
"3575","turluter",0.25,8,"rurtlute"
"3576","tyranniser",0.25,10,"nsrayetnir"
"3577","zipper",0.25,6,"irpzpe"
"3578","électriser",0.25,10,"trcreéeils"
"3579","évider",0.25,6,"rvédei"
"3580","agglutiner",0.24,10,"etuiggnral"
"3581","bourgeonner",0.24,11,"gebuorernon"
"3582","contresigner",0.24,12,"ncertoegrsni"
"3583","culer",0.24,5,"lercu"
"3584","driver",0.24,6,"rrdevi"
"3585","dépayser",0.24,8,"yépdsear"
"3586","désavantager",0.24,12,"sdrvagnaétae"
"3587","esseuler",0.24,8,"rssleeeu"
"3588","grêler",0.24,6,"grlreê"
"3589","horripiler",0.24,10,"rohiilprer"
"3590","instiller",0.24,9,"serlntili"
"3591","jucher",0.24,6,"churje"
"3592","narrer",0.24,6,"arenrr"
"3593","paraphraser",0.24,11,"esprrrahaap"
"3594","pigeonner",0.24,9,"eepgoninr"
"3595","promulguer",0.24,10,"purremuogl"
"3596","recasser",0.24,8,"ascreesr"
"3597","réarranger",0.24,10,"eangrrarér"
"3598","réengager",0.24,9,"naégrrgee"
"3599","surligner",0.24,9,"sreiulgrn"
"3600","vamper",0.24,6,"vperma"
"3601","vigiler",0.24,7,"ielgirv"
"3602","émailler",0.24,8,"léliraem"
"3603","acoquiner",0.23,9,"rcuoienqa"
"3604","affermir",0.23,8,"armerfif"
"3605","atterrer",0.23,8,"atreertr"
"3606","avarier",0.23,7,"ivarare"
"3607","baguer",0.23,6,"rbguae"
"3608","balbutier",0.23,9,"beibutrla"
"3609","bitter",0.23,6,"eitrbt"
"3610","béer",0.23,4,"rbeé"
"3611","bêler",0.23,5,"belrê"
"3612","carminer",0.23,8,"rcrmiena"
"3613","ciseler",0.23,7,"ielcser"
"3614","coacher",0.23,7,"eocchar"
"3615","conjecturer",0.23,11,"nrucreojetc"
"3616","corroder",0.23,8,"crorrdoe"
"3617","criailler",0.23,9,"riillarce"
"3618","cyanoser",0.23,8,"soyeancr"
"3619","dénoter",0.23,7,"rneédot"
"3620","dépoter",0.23,7,"potdére"
"3621","empapaouter",0.23,11,"maetrapopeu"
"3622","empreindre",0.23,10,"redereimnp"
"3623","enferrer",0.23,8,"nrefreer"
"3624","ensemencer",0.23,10,"ecesmernen"
"3625","enserrer",0.23,8,"rneserer"
"3626","glapir",0.23,6,"prilga"
"3627","imbriquer",0.23,9,"ruqerbimi"
"3628","imperméabiliser",0.23,15,"meéirmalpesribi"
"3629","inventorier",0.23,11,"rteiivnrneo"
"3630","jodler",0.23,6,"jldreo"
"3631","malter",0.23,6,"emalrt"
"3632","miter",0.23,5,"reitm"
"3633","officialiser",0.23,12,"flraisiifcoe"
"3634","optimiser",0.23,9,"toimerpis"
"3635","plastifier",0.23,10,"elftirspia"
"3636","positiver",0.23,9,"tvpiseori"
"3637","quantifier",0.23,10,"infauiqetr"
"3638","racketter",0.23,9,"rrceketta"
"3639","raffermir",0.23,9,"efiarfrmr"
"3640","repayer",0.23,7,"prayere"
"3641","recadrer",0.23,8,"acdrreer"
"3642","recaser",0.23,7,"ersreca"
"3643","regimber",0.23,8,"egmberri"
"3644","roussir",0.23,7,"suosrri"
"3645","réinitialiser",0.23,13,"léraitriiseni"
"3646","réintroduire",0.23,12,"ronueritéird"
"3647","suppurer",0.23,8,"rsuurepp"
"3648","zoner",0.23,5,"nzoer"
"3649","éculer",0.23,6,"ecrléu"
"3650","acérer",0.22,6,"rércae"
"3651","bétonner",0.22,8,"énenorbt"
"3652","calfeutrer",0.22,10,"racflueret"
"3653","capitaliser",0.22,11,"lsriicptaea"
"3654","carreler",0.22,8,"reaclrer"
"3655","cercler",0.22,7,"cecrelr"
"3656","chloroformer",0.22,12,"clrrhmoeorfo"
"3657","convoler",0.22,8,"nvlrecoo"
"3658","disserter",0.22,9,"iredtress"
"3659","douiller",0.22,8,"ridluloe"
"3660","décalquer",0.22,9,"dacérquel"
"3661","décanter",0.22,8,"éedncart"
"3662","déclancher",0.22,10,"cahderncél"
"3663","décontenancer",0.22,13,"necctannoéerd"
"3664","décérébrer",0.22,10,"éerédrcbré"
"3665","dégorger",0.22,8,"gérrgedo"
"3666","désenfler",0.22,9,"dréenlfse"
"3667","herber",0.22,6,"eherrb"
"3668","inégaler",0.22,8,"éenaglri"
"3669","légiférer",0.22,9,"regéréfil"
"3670","millésimer",0.22,10,"illéimrmse"
"3671","miniaturiser",0.22,12,"eitinruimrsa"
"3672","mitiger",0.22,7,"miegtir"
"3673","mâchonner",0.22,9,"ohnreâmcn"
"3674","numériser",0.22,9,"menérirus"
"3675","psychanalyser",0.22,13,"hyrlpseacayns"
"3676","pérorer",0.22,7,"réorerp"
"3677","rebattre",0.22,8,"retreatb"
"3678","réembaucher",0.22,11,"ércbhrueema"
"3679","réglementer",0.22,11,"lenreérgtme"
"3680","réinterroger",0.22,12,"rrertéerigon"
"3681","susurrer",0.22,8,"reurussr"
"3682","titulariser",0.22,11,"etasiuirtlr"
"3683","trottiner",0.22,9,"nretrotit"
"3684","vicier",0.22,6,"ervcii"
"3685","vivifier",0.22,8,"vvieiirf"
"3686","évertuer",0.22,8,"rteuéver"
"3687","aguerrir",0.21,8,"reiarugr"
"3688","ailer",0.21,5,"lraie"
"3689","angler",0.21,6,"greanl"
"3690","anodiser",0.21,8,"sdnroiae"
"3691","cadenasser",0.21,10,"eencsrasad"
"3692","chemiser",0.21,8,"ehscmeir"
"3693","chlinguer",0.21,9,"nrliehugc"
"3694","chorégraphier",0.21,13,"acrhreoéirghp"
"3695","contraster",0.21,10,"ntcrosrtae"
"3696","cravater",0.21,8,"traaevcr"
"3697","décaper",0.21,7,"éracpde"
"3698","déclasser",0.21,9,"clsredasé"
"3699","enchevêtrer",0.21,11,"vnrheêctree"
"3700","escarper",0.21,8,"eesrrcpa"
"3701","exproprier",0.21,10,"erxorpriep"
"3702","grailler",0.21,8,"irgrllea"
"3703","naufrager",0.21,9,"uragfnrae"
"3704","parodier",0.21,8,"ierpodra"
"3705","pouponner",0.21,9,"ueonnprpo"
"3706","quadrupler",0.21,10,"rduurleaqp"
"3707","quêter",0.21,6,"qetruê"
"3708","revisiter",0.21,9,"ieerrtvsi"
"3709","rembarquer",0.21,10,"rebrmerqau"
"3710","régurgiter",0.21,10,"tgerréugri"
"3711","suborner",0.21,8,"sbruoren"
"3712","surpayer",0.21,8,"pyaurers"
"3713","vaguer",0.21,6,"vrgeau"
"3714","verdir",0.21,6,"vdrire"
"3715","éructer",0.21,7,"trcéure"
"3716","ailler",0.2,6,"ariell"
"3717","aromatiser",0.2,10,"araosmeitr"
"3718","attabler",0.2,8,"eltaarbt"
"3719","contorsionner",0.2,13,"nrersnctooino"
"3720","cuiter",0.2,6,"riucet"
"3721","décharner",0.2,9,"ehrrncadé"
"3722","décrasser",0.2,9,"désersrca"
"3723","délasser",0.2,8,"adsréels"
"3724","déphaser",0.2,8,"seahpdré"
"3725","dépister",0.2,8,"peédtirs"
"3726","dératiser",0.2,9,"éatridsre"
"3727","effilocher",0.2,10,"ohlcrefife"
"3728","encorner",0.2,8,"nenorrec"
"3729","endoctriner",0.2,11,"icnrrtndeeo"
"3730","engrener",0.2,8,"reegrenn"
"3731","exit",0.2,4,"texi"
"3732","farder",0.2,6,"dafrer"
"3733","fienter",0.2,7,"enerfit"
"3734","grimer",0.2,6,"meirgr"
"3735","infuser",0.2,7,"fuisnre"
"3736","intercaler",0.2,10,"lrnceartie"
"3737","liposucer",0.2,9,"ucplsorie"
"3738","manutentionner",0.2,14,"neiatnrneutomn"
"3739","matir",0.2,5,"aimrt"
"3740","meringuer",0.2,9,"gmreeunri"
"3741","moduler",0.2,7,"moredul"
"3742","moleter",0.2,7,"emlrtoe"
"3743","moufter",0.2,7,"moeturf"
"3744","mécontenter",0.2,11,"trecmntnéoe"
"3745","normaliser",0.2,10,"nrmlaseori"
"3746","nécroser",0.2,8,"nceoérrs"
"3747","orthographier",0.2,13,"aoprrgihtehro"
"3748","palucher",0.2,8,"alurhcpe"
"3749","postillonner",0.2,12,"nlntpreoosil"
"3750","rediffuser",0.2,10,"seerufifdr"
"3751","recontrer",0.2,9,"rrcoetern"
"3752","rediscuter",0.2,10,"rruedcsite"
"3753","repositionner",0.2,13,"enipnisoroert"
"3754","retransformer",0.2,13,"anfrtoeermsrr"
"3755","roquer",0.2,6,"eruroq"
"3756","réfrigérer",0.2,10,"éégrerrfir"
"3757","réhabituer",0.2,10,"raéteriuhb"
"3758","réopérer",0.2,8,"reérépor"
"3759","rétorquer",0.2,9,"térqurreo"
"3760","sacquer",0.2,7,"uesaqcr"
"3761","siliconer",0.2,9,"eincrislo"
"3762","séquencer",0.2,9,"eqcéneusr"
"3763","tourniquer",0.2,10,"reqiruount"
"3764","transplanter",0.2,12,"earttarsnpln"
"3765","vilipender",0.2,10,"einiedvlrp"
"3766","zébrer",0.2,6,"rrébze"
"3767","égosiller",0.2,9,"ogllserié"
"3768","éperdre",0.2,7,"rderépe"
"3769","accidenter",0.19,10,"inrctadece"
"3770","apparier",0.19,8,"irarepap"
"3771","attitrer",0.19,8,"rtreatti"
"3772","aviver",0.19,6,"viaevr"
"3773","biturer",0.19,7,"iurebrt"
"3774","boubouler",0.19,9,"ubouorelb"
"3775","brunir",0.19,6,"bunrri"
"3776","collectiviser",0.19,13,"oertesivcilcl"
"3777","congratuler",0.19,11,"crontlauerg"
"3778","contrebalancer",0.19,14,"crnlncbtaareoe"
"3779","croasser",0.19,8,"sasrecro"
"3780","débrailler",0.19,10,"irbladléer"
"3781","débriefer",0.19,9,"bdifreére"
"3782","décompter",0.19,9,"rpoécdtem"
"3783","défroisser",0.19,10,"isedrrsfoé"
"3784","députer",0.19,7,"rduépte"
"3785","désherber",0.19,9,"rséebherd"
"3786","emmancher",0.19,9,"enhrmamce"
"3787","endeuiller",0.19,10,"lerendeliu"
"3788","enhardir",0.19,8,"rhiaednr"
"3789","entrechoquer",0.19,12,"neqecotheurr"
"3790","feutrer",0.19,7,"reutrfe"
"3791","harnacher",0.19,9,"reanhhrca"
"3792","honnir",0.19,6,"inhnor"
"3793","impartir",0.19,8,"aimrirtp"
"3794","mitonner",0.19,8,"nnoeirmt"
"3795","objectiver",0.19,10,"eiovcjtbre"
"3796","phraser",0.19,7,"aesrhpr"
"3797","quintupler",0.19,10,"nrqeiuplut"
"3798","rabougrir",0.19,9,"ibuograrr"
"3799","revitaliser",0.19,11,"ealtsrvirie"
"3800","réaménager",0.19,10,"aérnramgée"
"3801","suppléer",0.19,8,"pléprsue"
"3802","tarabuster",0.19,10,"ruttaesabr"
"3803","étriquer",0.19,8,"itrequér"
"3804","baguenauder",0.18,11,"neurdbgeaau"
"3805","braconner",0.18,9,"rrneonbca"
"3806","configurer",0.18,10,"nrorgefcui"
"3807","discriminer",0.18,11,"iericnsrmid"
"3808","dégriser",0.18,8,"edérrsgi"
"3809","dématérialiser",0.18,14,"meérildatiarés"
"3810","démultiplier",0.18,12,"pmlélutideri"
"3811","désaffecter",0.18,11,"easféfcretd"
"3812","encroûter",0.18,9,"rocntereû"
"3813","essorer",0.18,7,"sroesre"
"3814","fleurer",0.18,7,"ruelref"
"3815","graduer",0.18,7,"darugre"
"3816","grever",0.18,6,"vegrer"
"3817","grillager",0.18,9,"raelglirg"
"3818","harder",0.18,6,"eadrrh"
"3819","hululer",0.18,7,"ulluhre"
"3820","insensibiliser",0.18,14,"bilsiinsinsree"
"3821","mailer",0.18,6,"realim"
"3822","préposer",0.18,8,"réoppsre"
"3823","rapiécer",0.18,8,"cprireaé"
"3824","redorer",0.18,7,"roerred"
"3825","relooker",0.18,8,"erreoolk"
"3826","renchérir",0.18,9,"erirhcénr"
"3827","stigmatiser",0.18,11,"aesmgtsitri"
"3828","vitrer",0.18,6,"ivretr"
"3829","voûter",0.18,6,"vrtûeo"
"3830","élaguer",0.18,7,"uéaerlg"
"3831","actualiser",0.17,10,"usrtaiceal"
"3832","aiguer",0.17,6,"ergiau"
"3833","aiguillonner",0.17,12,"oielinunlarg"
"3834","amollir",0.17,7,"lailrom"
"3835","assourdir",0.17,9,"isaodrrus"
"3836","authentiquer",0.17,12,"neqthuriaeut"
"3837","avenir",0.17,6,"eainvr"
"3838","balafrer",0.17,8,"rbreaafl"
"3839","becter",0.17,6,"eectbr"
"3840","biseauter",0.17,9,"seeiabrut"
"3841","bisquer",0.17,7,"ersiqbu"
"3842","caraméliser",0.17,11,"irercmlaséa"
"3843","caver",0.17,5,"cavre"
"3844","condescendre",0.17,12,"csondcdenere"
"3845","crépir",0.17,6,"rrcéip"
"3846","décontaminer",0.17,12,"ndinoterécam"
"3847","dégarnir",0.17,8,"ridagénr"
"3848","déglutir",0.17,8,"tuédlirg"
"3849","déplumer",0.17,8,"péedurlm"
"3850","désemplir",0.17,9,"émedrpsli"
"3851","effeuiller",0.17,10,"ielufefrel"
"3852","emmailloter",0.17,11,"emmltaioelr"
"3853","ferrailler",0.17,10,"lerrlrafei"
"3854","fluctuer",0.17,8,"cfutuerl"
"3855","fossiliser",0.17,10,"fesolsisir"
"3856","franchiser",0.17,10,"sinrafechr"
"3857","gratouiller",0.17,11,"talgiuelror"
"3858","harasser",0.17,8,"raarsesh"
"3859","ignifuger",0.17,9,"igfgreuni"
"3860","incuber",0.17,7,"nrbiuec"
"3861","jumeler",0.17,7,"ljrueme"
"3862","minauder",0.17,8,"dramieun"
"3863","nimber",0.17,6,"emrbin"
"3864","oblitérer",0.17,9,"rroblteéi"
"3865","partouzer",0.17,9,"ureptazor"
"3866","persifler",0.17,9,"eleirpfsr"
"3867","plafonner",0.17,9,"fenpalorn"
"3868","poigner",0.17,7,"iprngoe"
"3869","poivrer",0.17,7,"rrpvieo"
"3870","pressuriser",0.17,11,"ueeirrpsrss"
"3871","putasser",0.17,8,"pussetra"
"3872","rechanger",0.17,9,"gaernhrce"
"3873","recroiser",0.17,9,"ireerrcso"
"3874","refondre",0.17,8,"rdnreoef"
"3875","regrimper",0.17,9,"rrgierpme"
"3876","remuscler",0.17,9,"lrumeecsr"
"3877","ressayer",0.17,8,"sreayres"
"3878","retraverser",0.17,11,"vrerrateser"
"3879","reverdir",0.17,8,"revidrer"
"3880","romancer",0.17,8,"enrcorma"
"3881","référencer",0.17,10,"éceefrrénr"
"3882","réunifier",0.17,9,"irniuéref"
"3883","surprotéger",0.17,11,"ergérsprout"
"3884","tiédir",0.17,6,"éritid"
"3885","transir",0.17,7,"rartsin"
"3886","tronçonner",0.17,10,"nçnretoonr"
"3887","trépaner",0.17,8,"nréperta"
"3888","écorcer",0.17,7,"érerocc"
"3889","émacier",0.17,7,"aeécrmi"
"3890","adire",0.16,5,"ierda"
"3891","amonceler",0.16,9,"melonerac"
"3892","assermenter",0.16,11,"emtsserearn"
"3893","bleuir",0.16,6,"ruebli"
"3894","boguer",0.16,6,"erubgo"
"3895","boulotter",0.16,9,"otluoterb"
"3896","bâter",0.16,5,"tebâr"
"3897","catastropher",0.16,12,"trsortpehaca"
"3898","chaparder",0.16,9,"adrrpehca"
"3899","cheviller",0.16,9,"rleveilhc"
"3900","cimenter",0.16,8,"etcrienm"
"3901","congestionner",0.16,13,"coitonnrgsnee"
"3902","coopter",0.16,7,"pcortoe"
"3903","darder",0.16,6,"erdrda"
"3904","dessaler",0.16,8,"rssedela"
"3905","dialyser",0.16,8,"ayrsedli"
"3906","décolleter",0.16,10,"édlceolrte"
"3907","démocratiser",0.16,12,"smtdroeéacir"
"3908","dépeigner",0.16,9,"gdeérpeni"
"3909","endolorir",0.16,9,"nrordiloe"
"3910","enguirlander",0.16,12,"urgrieeandln"
"3911","exciser",0.16,7,"cexisre"
"3912","galvauder",0.16,9,"legaavrud"
"3913","guinder",0.16,7,"gduirne"
"3914","haler",0.16,5,"hlear"
"3915","hypertrophier",0.16,13,"trepohreyirph"
"3916","invertir",0.16,8,"eirrtivn"
"3917","luxer",0.16,5,"ruxel"
"3918","monologuer",0.16,10,"olonguoerm"
"3919","métrer",0.16,6,"térerm"
"3920","obliquer",0.16,8,"beliorqu"
"3921","piffer",0.16,6,"iffrpe"
"3922","préjuger",0.16,8,"jrperéug"
"3923","puddler",0.16,7,"peddrlu"
"3924","redisposer",0.16,10,"prsesoride"
"3925","regarnir",0.16,8,"grerinra"
"3926","retendre",0.16,8,"eetrrnde"
"3927","riveter",0.16,7,"riveetr"
"3928","récriminer",0.16,10,"encirmrréi"
"3929","scléroser",0.16,9,"ossrélrec"
"3930","socialiser",0.16,10,"sisoreacli"
"3931","supputer",0.16,8,"upstpuer"
"3932","transmuter",0.16,10,"msurartent"
"3933","zieuter",0.16,7,"trieuez"
"3934","zyeuter",0.16,7,"zerteyu"
"3935","ânonner",0.16,7,"rnoneân"
"3936","énucléer",0.16,8,"cnréuéel"
"3937","éroder",0.16,6,"edéror"
"3938","affleurer",0.15,9,"feurerfal"
"3939","assujettir",0.15,10,"ejutassitr"
"3940","bouiller",0.15,8,"rubiolle"
"3941","bruisser",0.15,8,"rbsirsue"
"3942","compacter",0.15,9,"rccpameot"
"3943","décarcasser",0.15,11,"accrsdéaers"
"3944","dégivrer",0.15,8,"dgvreéir"
"3945","ennoblir",0.15,8,"neborlni"
"3946","finasser",0.15,8,"rsefains"
"3947","gausser",0.15,7,"resasug"
"3948","peroxyder",0.15,9,"eedprxyro"
"3949","présupposer",0.15,11,"ppuerpésrso"
"3950","raboter",0.15,7,"etrbora"
"3951","repincer",0.15,8,"ieprrnce"
"3952","revisser",0.15,8,"siseerrv"
"3953","réenvisager",0.15,11,"reargneivés"
"3954","surfacturer",0.15,11,"csaruuefrrt"
"3955","suriner",0.15,7,"ruresni"
"3956","vagir",0.15,5,"iravg"
"3957","abâtardir",0.14,9,"iatârrbda"
"3958","arpéger",0.14,7,"aeépgrr"
"3959","arraisonner",0.14,11,"anirrenosra"
"3960","asséner",0.14,7,"éaernss"
"3961","attrouper",0.14,9,"opartetru"
"3962","baratter",0.14,8,"atbrater"
"3963","barguigner",0.14,10,"arggbiuern"
"3964","biser",0.14,5,"eibrs"
"3965","bizuter",0.14,7,"uzterbi"
"3966","bonifier",0.14,8,"nifborie"
"3967","bruiner",0.14,7,"bunrier"
"3968","bâtonner",0.14,8,"nbronâet"
"3969","cacarder",0.14,8,"acrardce"
"3970","carapater",0.14,9,"arcrateap"
"3971","carotter",0.14,8,"aretrotc"
"3972","chamarrer",0.14,9,"crrhmaaer"
"3973","chiader",0.14,7,"aedrihc"
"3974","chinoiser",0.14,9,"ehrnsiioc"
"3975","châtaigner",0.14,10,"âharecngti"
"3976","claquemurer",0.14,11,"raeemucqurl"
"3977","cocufier",0.14,8,"eocfrciu"
"3978","commotionner",0.14,12,"nmcootmeniro"
"3979","composter",0.14,9,"rmsctepoo"
"3980","consteller",0.14,10,"tesrolecnl"
"3981","coulisser",0.14,9,"lrssuieoc"
"3982","crayonner",0.14,9,"ennrocayr"
"3983","crosser",0.14,7,"esrcsor"
"3984","débroussailler",0.14,14,"bsrdsorléailue"
"3985","décongestionner",0.14,15,"éndceosnoignert"
"3986","démoucheter",0.14,11,"uceéoerdthm"
